Index	Direction	Time Mark	Status	Name	ID	Format	Type	DLC	Data	
1765	Receive	13:14:39.340			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1766	Receive	13:14:39.340			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1767	Receive	13:14:39.340			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1768	Receive	13:14:39.340			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1769	Receive	13:14:39.340			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1770	Receive	13:14:39.340			0x1826A1F3	Data	Extend	0x08	1E 13 10 10 10 14 10 00 	
1771	Receive	13:14:39.340			0x1827A1F3	Data	Extend	0x08	1E 18 10 18 10 16 10 00 	
1772	Receive	13:14:39.340			0x1828A1F3	Data	Extend	0x08	1E 16 10 15 10 17 10 00 	
1773	Receive	13:14:39.340			0x1829A1F3	Data	Extend	0x08	1E 16 10 17 10 17 10 00 	
1774	Receive	13:14:39.340			0x0C00A1F3	Data	Extend	0x08	01 00 7D 08 0A 00 00 C4 	
1775	Receive	13:14:39.340			0x1010A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1776	Receive	13:14:39.340			0x1820A1F3	Data	Extend	0x08	E2 03 00 00 00 00 00 00 	
1777	Receive	13:14:39.340			0x1821A1F3	Data	Extend	0x08	BC 1B B2 11 64 0A 5D 00 	
1778	Receive	13:14:39.340			0x1822A1F3	Data	Extend	0x08	00 00 49 02 40 0C 00 00 	
1779	Receive	13:14:39.340			0x1823A1F3	Data	Extend	0x08	A4 01 42 18 32 0A 07 00 	
1780	Receive	13:14:39.340			0x182AA1F3	Data	Extend	0x08	04 3E 3E 3F 3E 3E 3E 3E 	
1781	Receive	13:14:39.340			0x182BA1F3	Data	Extend	0x08	04 00 00 00 3E 3F 3E 3E 	
1782	Receive	13:14:39.355			0x182CA1F3	Data	Extend	0x08	04 00 00 00 3E 3E 3E 3E 	
1783	Receive	13:14:39.355			0x182DA1F3	Data	Extend	0x08	04 28 28 28 3F 3F 3F 3E 	
1784	Receive	13:14:39.355			0x182EA1F3	Data	Extend	0x08	00 7D 00 7D 00 7D 00 7D 	
1785	Receive	13:14:39.355			0x1830A1F3	Data	Extend	0x08	FE 1A FE 1A FE 1A FE 1A 	
1786	Receive	13:14:39.355			0x1011A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1787	Receive	13:14:39.355			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1788	Receive	13:14:39.355			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1789	Receive	13:14:39.355			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1790	Receive	13:14:39.355			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1791	Receive	13:14:39.355			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1792	Receive	13:14:39.355			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1793	Receive	13:14:39.355			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1794	Receive	13:14:39.355			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1795	Receive	13:14:39.355			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1796	Receive	13:14:39.371			0x0CFF1092	Data	Extend	0x08	00 00 00 00 03 41 00 00 	
1797	Receive	13:14:39.371			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1798	Receive	13:14:39.371			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1799	Receive	13:14:39.371			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1800	Receive	13:14:39.371			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1801	Receive	13:14:39.371			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1802	Receive	13:14:39.371			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1803	Receive	13:14:39.371			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1804	Receive	13:14:39.371			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1805	Receive	13:14:39.371			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1806	Receive	13:14:39.387			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1807	Receive	13:14:39.387			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1808	Receive	13:14:39.387			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1809	Receive	13:14:39.387			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1810	Receive	13:14:39.387			0x1826A1F3	Data	Extend	0x08	1F 15 10 12 10 0B 10 00 	
1811	Receive	13:14:39.387			0x1827A1F3	Data	Extend	0x08	1F 17 10 18 10 16 10 00 	
1812	Receive	13:14:39.387			0x1828A1F3	Data	Extend	0x08	1F 18 10 18 10 16 10 00 	
1813	Receive	13:14:39.387			0x1829A1F3	Data	Extend	0x08	1F 17 10 17 10 16 10 00 	
1814	Receive	13:14:39.402			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1815	Receive	13:14:39.402			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1816	Receive	13:14:39.402			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1817	Receive	13:14:39.402			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1818	Receive	13:14:39.402			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1819	Receive	13:14:39.402			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1820	Receive	13:14:39.402			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1821	Receive	13:14:39.402			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1822	Receive	13:14:39.402			0x0C00F3A1	Data	Extend	0x08	00 00 00 FF 00 FF FF A1 	
1823	Receive	13:14:39.402			0x0CFF1290	Data	Extend	0x08	01 01 DB 65 00 00 00 00 	
1824	Receive	13:14:39.402			0x04FF8090	Data	Extend	0x08	19 A9 8F 00 00 00 00 A1 	
1825	Receive	13:14:39.402			0x04FF8190	Data	Extend	0x08	28 60 DB 65 00 00 00 00 	
1826	Receive	13:14:39.402			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1827	Receive	13:14:39.418			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1828	Receive	13:14:39.418			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1829	Receive	13:14:39.418			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1830	Receive	13:14:39.418			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1831	Receive	13:14:39.418			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1832	Receive	13:14:39.418			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1833	Receive	13:14:39.418			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1834	Receive	13:14:39.433			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1835	Receive	13:14:39.433			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1836	Receive	13:14:39.433			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1837	Receive	13:14:39.433			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1838	Receive	13:14:39.433			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1839	Receive	13:14:39.433			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1840	Receive	13:14:39.433			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1841	Receive	13:14:39.433			0x1826A1F3	Data	Extend	0x08	20 14 10 14 10 13 10 00 	
1842	Receive	13:14:39.433			0x1827A1F3	Data	Extend	0x08	20 16 10 15 10 18 10 00 	
1843	Receive	13:14:39.433			0x1828A1F3	Data	Extend	0x08	20 18 10 18 10 17 10 00 	
1844	Receive	13:14:39.433			0x1829A1F3	Data	Extend	0x08	20 17 10 17 10 17 10 00 	
1845	Receive	13:14:39.449			0x0C00A1F3	Data	Extend	0x08	01 00 7D 08 0A 00 00 C5 	
1846	Receive	13:14:39.449			0x1010A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1847	Receive	13:14:39.449			0x1820A1F3	Data	Extend	0x08	E2 03 00 00 00 00 00 00 	
1848	Receive	13:14:39.449			0x1821A1F3	Data	Extend	0x08	BC 1B B2 11 64 0A 5D 00 	
1849	Receive	13:14:39.449			0x1822A1F3	Data	Extend	0x08	00 00 49 02 50 0C 00 00 	
1850	Receive	13:14:39.449			0x1823A1F3	Data	Extend	0x08	A4 01 42 18 32 0A 07 00 	
1851	Receive	13:14:39.449			0x182AA1F3	Data	Extend	0x08	01 3E 3E 3E 3E 3E 3E 3E 	
1852	Receive	13:14:39.449			0x182BA1F3	Data	Extend	0x08	01 3F 3F 3E 3E 3E 3E 3E 	
1853	Receive	13:14:39.449			0x182CA1F3	Data	Extend	0x08	01 3E 3F 3E 3E 3E 3E 3E 	
1854	Receive	13:14:39.449			0x182DA1F3	Data	Extend	0x08	01 3F 3F 3E 3E 3E 3E 3E 	
1855	Receive	13:14:39.449			0x182EA1F3	Data	Extend	0x08	00 7D 00 7D 00 7D 00 7D 	
1856	Receive	13:14:39.449			0x1830A1F3	Data	Extend	0x08	FE 1A FE 1A FE 1A FE 1A 	
1857	Receive	13:14:39.449			0x1011A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1858	Receive	13:14:39.449			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1859	Receive	13:14:39.449			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1860	Receive	13:14:39.449			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1861	Receive	13:14:39.449			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1862	Receive	13:14:39.449			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1863	Receive	13:14:39.449			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1864	Receive	13:14:39.449			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1865	Receive	13:14:39.465			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1866	Receive	13:14:39.465			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1867	Receive	13:14:39.465			0x18F00237	Data	Extend	0x08	00 00 58 01 4B 00 01 01 	
1868	Receive	13:14:39.465			0x0CFF1092	Data	Extend	0x08	00 00 00 00 03 41 00 00 	
1869	Receive	13:14:39.465			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1870	Receive	13:14:39.465			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1871	Receive	13:14:39.465			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1872	Receive	13:14:39.465			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1873	Receive	13:14:39.480			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1874	Receive	13:14:39.480			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1875	Receive	13:14:39.480			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1876	Receive	13:14:39.480			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1877	Receive	13:14:39.480			0x18F00137	Data	Extend	0x08	1B 06 00 00 00 00 00 0B 	
1878	Receive	13:14:39.480			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1879	Receive	13:14:39.480			0x18FFF345	Data	Extend	0x08	15 15 00 00 00 00 00 00 	
1880	Receive	13:14:39.480			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1881	Receive	13:14:39.480			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1882	Receive	13:14:39.480			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1883	Receive	13:14:39.480			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1884	Receive	13:14:39.496			0x1826A1F3	Data	Extend	0x08	21 15 10 18 10 19 10 00 	
1885	Receive	13:14:39.496			0x1827A1F3	Data	Extend	0x08	21 16 10 16 10 16 10 00 	
1886	Receive	13:14:39.496			0x1828A1F3	Data	Extend	0x08	21 17 10 18 10 18 10 00 	
1887	Receive	13:14:39.496			0x1829A1F3	Data	Extend	0x08	21 17 10 18 10 17 10 00 	
1888	Receive	13:14:39.496			0x18EF2037	Data	Extend	0x08	59 00 00 00 00 00 04 00 	
1889	Receive	13:14:39.496			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1890	Receive	13:14:39.496			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1891	Receive	13:14:39.496			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1892	Receive	13:14:39.496			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1893	Receive	13:14:39.496			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1894	Receive	13:14:39.512			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1895	Receive	13:14:39.512			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1896	Receive	13:14:39.512			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1897	Receive	13:14:39.512			0x0C00F3A1	Data	Extend	0x08	00 00 00 FF 00 FF FF A2 	
1898	Receive	13:14:39.512			0x0CFF1290	Data	Extend	0x08	01 01 DB 65 00 00 00 00 	
1899	Receive	13:14:39.512			0x04FF8090	Data	Extend	0x08	19 A9 8F 00 00 00 00 A2 	
1900	Receive	13:14:39.512			0x04FF8190	Data	Extend	0x08	28 60 DB 65 00 00 00 00 	
1901	Receive	13:14:39.512			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1902	Receive	13:14:39.512			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1903	Receive	13:14:39.512			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1904	Receive	13:14:39.512			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1905	Receive	13:14:39.512			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1906	Receive	13:14:39.512			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1907	Receive	13:14:39.527			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1908	Receive	13:14:39.527			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1909	Receive	13:14:39.527			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1910	Receive	13:14:39.527			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1911	Receive	13:14:39.543			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1912	Receive	13:14:39.543			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1913	Receive	13:14:39.543			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1914	Receive	13:14:39.543			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1915	Receive	13:14:39.543			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1916	Receive	13:14:39.543			0x1826A1F3	Data	Extend	0x08	22 18 10 15 10 16 10 00 	
1917	Receive	13:14:39.543			0x1827A1F3	Data	Extend	0x08	22 18 10 18 10 18 10 00 	
1918	Receive	13:14:39.543			0x1828A1F3	Data	Extend	0x08	22 18 10 18 10 18 10 00 	
1919	Receive	13:14:39.543			0x1829A1F3	Data	Extend	0x08	22 18 10 16 10 18 10 00 	
1920	Receive	13:14:39.543			0x0C00A1F3	Data	Extend	0x08	01 00 7D 08 0A 00 00 C6 	
1921	Receive	13:14:39.543			0x1010A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1922	Receive	13:14:39.543			0x1820A1F3	Data	Extend	0x08	E2 03 00 00 00 00 00 00 	
1923	Receive	13:14:39.543			0x1821A1F3	Data	Extend	0x08	BC 1B B2 11 64 0A 5D 00 	
1924	Receive	13:14:39.543			0x1822A1F3	Data	Extend	0x08	00 00 49 02 60 0C 00 00 	
1925	Receive	13:14:39.543			0x1823A1F3	Data	Extend	0x08	A4 01 42 18 32 0A 07 00 	
1926	Receive	13:14:39.543			0x182AA1F3	Data	Extend	0x08	02 3E 3E 3E 3F 3E 3F 3F 	
1927	Receive	13:14:39.543			0x182BA1F3	Data	Extend	0x08	02 3E 3E 3E 3E 3F 3F 3F 	
1928	Receive	13:14:39.543			0x182CA1F3	Data	Extend	0x08	02 3E 3E 3E 3E 3E 3E 3E 	
1929	Receive	13:14:39.543			0x182DA1F3	Data	Extend	0x08	02 3E 3E 3E 3F 3F 3F 3F 	
1930	Receive	13:14:39.543			0x182EA1F3	Data	Extend	0x08	00 7D 00 7D 00 7D 00 7D 	
1931	Receive	13:14:39.543			0x1830A1F3	Data	Extend	0x08	FE 1A FE 1A FE 1A FE 1A 	
1932	Receive	13:14:39.543			0x1011A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1933	Receive	13:14:39.558			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1934	Receive	13:14:39.558			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1935	Receive	13:14:39.558			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1936	Receive	13:14:39.558			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1937	Receive	13:14:39.558			0x18FF45F3	Data	Extend	0x08	3F 3E 00 0A 00 28 3E 29 	
1938	Receive	13:14:39.558			0x1012A1F3	Data	Extend	0x08	21 10 03 0B 0B 10 0A 04 	
1939	Receive	13:14:39.558			0x1013A1F3	Data	Extend	0x08	19 10 06 02 FA 0F 04 00 	
1940	Receive	13:14:39.558			0x1014A1F3	Data	Extend	0x08	18 10 10 02 15 10 16 0F 	
1941	Receive	13:14:39.558			0x1015A1F3	Data	Extend	0x08	18 10 18 0A 15 10 0A 17 	
1942	Receive	13:14:39.558			0x1016A1F3	Data	Extend	0x08	3F 04 04 3E 04 05 00 00 	
1943	Receive	13:14:39.558			0x1017A1F3	Data	Extend	0x08	3F 08 05 3E 07 05 00 00 	
1944	Receive	13:14:39.558			0x1018A1F3	Data	Extend	0x08	3F 10 05 3E 0F 05 00 00 	
1945	Receive	13:14:39.558			0x1019A1F3	Data	Extend	0x08	3F 17 06 3E 17 05 00 00 	
1946	Receive	13:14:39.558			0x1824A1F3	Data	Extend	0x08	01 03 00 14 08 08 00 00 	
1947	Receive	13:14:39.558			0x1825A1F3	Data	Extend	0x08	94 01 94 01 00 00 00 00 	
1948	Receive	13:14:39.558			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1949	Receive	13:14:39.558			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1950	Receive	13:14:39.558			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1951	Receive	13:14:39.558			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1952	Receive	13:14:39.558			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1953	Receive	13:14:39.558			0x18F00437	Data	Extend	0x08	02 05 00 01 00 00 00 00 	
1954	Receive	13:14:39.558			0x0CFF1092	Data	Extend	0x08	00 00 00 00 03 41 00 00 	
1955	Receive	13:14:39.558			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1956	Receive	13:14:39.558			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1957	Receive	13:14:39.558			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1958	Receive	13:14:39.574			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1959	Receive	13:14:39.574			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1960	Receive	13:14:39.574			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1961	Receive	13:14:39.574			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1962	Receive	13:14:39.574			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1963	Receive	13:14:39.574			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1964	Receive	13:14:39.590			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1965	Receive	13:14:39.590			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1966	Receive	13:14:39.590			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1967	Receive	13:14:39.590			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1968	Receive	13:14:39.590			0x1826A1F3	Data	Extend	0x08	23 18 10 17 10 17 10 00 	
1969	Receive	13:14:39.590			0x1827A1F3	Data	Extend	0x08	23 18 10 18 10 18 10 00 	
1970	Receive	13:14:39.590			0x1828A1F3	Data	Extend	0x08	23 17 10 18 10 18 10 00 	
1971	Receive	13:14:39.590			0x1829A1F3	Data	Extend	0x08	23 17 10 18 10 18 10 00 	
1972	Receive	13:14:39.590			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1973	Receive	13:14:39.590			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1974	Receive	13:14:39.590			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1975	Receive	13:14:39.590			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1976	Receive	13:14:39.605			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1977	Receive	13:14:39.605			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1978	Receive	13:14:39.605			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1979	Receive	13:14:39.605			0x0C00F3A1	Data	Extend	0x08	00 00 00 FF 00 FF FF A3 	
1980	Receive	13:14:39.605			0x0CFF1290	Data	Extend	0x08	01 01 DB 65 00 00 00 00 	
1981	Receive	13:14:39.605			0x04FF8090	Data	Extend	0x08	19 A9 8F 00 00 00 00 A3 	
1982	Receive	13:14:39.605			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1983	Receive	13:14:39.605			0x04FF8190	Data	Extend	0x08	28 60 DB 65 00 00 00 00 	
1984	Receive	13:14:39.605			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1985	Receive	13:14:39.621			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
1986	Receive	13:14:39.621			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
1987	Receive	13:14:39.621			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1988	Receive	13:14:39.621			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1989	Receive	13:14:39.621			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
1990	Receive	13:14:39.621			0x0CFF0091	Data	Extend	0x08	00 00 00 00 42 00 00 00 	
1991	Receive	13:14:39.621			0x0CFF0191	Data	Extend	0x03	00 00 47 	
1992	Receive	13:14:39.621			0x0CFF0291	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1993	Receive	13:14:39.621			0x0CFF0391	Data	Extend	0x08	00 00 00 00 00 00 00 42 	
1994	Receive	13:14:39.621			0x0CFF0491	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1995	Receive	13:14:39.621			0x0CFF0591	Data	Extend	0x08	00 00 00 00 42 00 00 00 	
1996	Receive	13:14:39.621			0x0CFF0691	Data	Extend	0x02	00 00 	
1997	Receive	13:14:39.637			0x0CFF0791	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
1998	Receive	13:14:39.637			0x0CFF0891	Data	Extend	0x08	00 00 00 00 00 00 00 41 	
1999	Receive	13:14:39.637			0x0CFF0991	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
2000	Receive	13:14:39.637			0x0CFF0C91	Data	Extend	0x08	06 F0 95 00 00 00 00 00 	
2001	Receive	13:14:39.637			0x0CFF0D91	Data	Extend	0x08	FF FF 08 08 49 48 00 00 	
2002	Receive	13:14:39.637			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
2003	Receive	13:14:39.637			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
2004	Receive	13:14:39.637			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
2005	Receive	13:14:39.637			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
2006	Receive	13:14:39.637			0x1888A1F3	Data	Extend	0x08	B2 03 A0 03 00 05 00 00 	
2007	Receive	13:14:39.637			0x1889A1F3	Data	Extend	0x08	00 00 00 00 05 00 00 00 	
2008	Receive	13:14:39.637			0x188AA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
2009	Receive	13:14:39.637			0x188BA1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
2010	Receive	13:14:39.637			0x18888888	Data	Extend	0x08	00 00 00 00 01 06 00 00 	
2011	Receive	13:14:39.637			0x1826A1F3	Data	Extend	0x08	24 18 10 17 10 1A 10 00 	
2012	Receive	13:14:39.637			0x1827A1F3	Data	Extend	0x08	24 16 10 18 10 18 10 00 	
2013	Receive	13:14:39.637			0x1828A1F3	Data	Extend	0x08	24 17 10 18 10 18 10 00 	
2014	Receive	13:14:39.637			0x1829A1F3	Data	Extend	0x08	24 18 10 18 10 18 10 00 	
2015	Receive	13:14:39.637			0x0C00A1F3	Data	Extend	0x08	01 00 7D 08 8C 00 00 C7 	
2016	Receive	13:14:39.637			0x1010A1F3	Data	Extend	0x08	00 00 00 00 00 00 00 00 	
2017	Receive	13:14:39.652			0x1820A1F3	Data	Extend	0x08	E2 03 00 00 00 00 00 00 	
2018	Receive	13:14:39.652			0x1821A1F3	Data	Extend	0x08	BC 1B B2 11 64 0A 5D 00 	
2019	Receive	13:14:39.652			0x1822A1F3	Data	Extend	0x08	00 00 49 02 70 0C 00 00 	
2020	Receive	13:14:39.652			0x1823A1F3	Data	Extend	0x08	A4 01 42 18 32 0A 07 00 	
2021	Receive	13:14:39.652			0x182AA1F3	Data	Extend	0x08	03 3E 3E 3E 3E 3E 3E 3E 	
2022	Receive	13:14:39.652			0x182BA1F3	Data	Extend	0x08	03 3F 3E 3F 3E 3F 3E 3E 	
2023	Receive	13:14:39.652			0x182CA1F3	Data	Extend	0x08	03 3E 3E 3E 3E 3E 3E 3E 	
